TARGET_CLASS,attempt,criterion,Coverage,Total_Goals,BranchCoverage,LineCoverage,CBranchCoverage,Covered_Goals,Tests_Executed
edu.illinois.cs.cogcomp.ner.NERAnnotator,3,BRANCH;LINE;CBRANCH,0.16863905325443787,338,0.14102564102564102,0.1978021978021978,0.1282051282051282,57,24
edu.illinois.cs.cogcomp.ner.NERAnnotator,4,BRANCH;LINE;CBRANCH,0.15680473372781065,338,0.1282051282051282,0.18681318681318682,0.11538461538461539,53,17
edu.illinois.cs.cogcomp.comma.datastructures.Comma,1,BRANCH;LINE;CBRANCH,0.24489795918367346,686,0.45655913978494625,0.511656050955414,0.12365591397849462,168,8
gate.annotation.AnnotationSetImpl,5,BRANCH;LINE;CBRANCH,0.946271050521251,1247,0.9482758620689655,0.9437386569872959,0.9482758620689655,1180,287
gate.annotation.AnnotationSetImpl,2,BRANCH;LINE;CBRANCH,0.946271050521251,1247,0.9482758620689655,0.9437386569872959,0.9482758620689655,1180,287
gate.annotation.AnnotationSetImpl,3,BRANCH;LINE;CBRANCH,0.6134723336006416,1247,0.5862068965517241,0.6569872958257713,0.5718390804597702,765,273
gate.annotation.AnnotationSetImpl,4,BRANCH;LINE;CBRANCH,0.9486768243785084,1247,0.9511494252873564,0.9455535390199638,0.9511494252873564,1183,302
gate.annotation.AnnotationSetImpl,1,BRANCH;LINE;CBRANCH,0.9470729751403368,1247,0.9482758620689655,0.9455535390199638,0.9482758620689655,1181,300
gate.annotation.AnnotationImpl,1,BRANCH;LINE;CBRANCH,0.9823943661971831,568,0.9804878048780488,0.9873417721518988,0.9804878048780488,558,155
gate.annotation.AnnotationImpl,3,BRANCH;LINE;CBRANCH,0.9929577464788732,568,0.9902439024390244,1.0,0.9902439024390244,564,146
gate.annotation.AnnotationImpl,4,BRANCH;LINE;CBRANCH,0.9876760563380281,568,0.9853658536585366,0.9936708860759493,0.9853658536585366,561,136
gate.annotation.AnnotationImpl,5,BRANCH;LINE;CBRANCH,0.9859154929577465,568,0.9853658536585366,0.9873417721518988,0.9853658536585366,560,140
gate.annotation.AnnotationImpl,2,BRANCH;LINE;CBRANCH,0.9894366197183099,568,0.9853658536585366,1.0,0.9853658536585366,562,150
gate.corpora.CorpusImpl,1,BRANCH;LINE;CBRANCH,,505,0.35,0.42,,,2
gate.corpora.DocumentImpl,1,BRANCH;LINE;CBRANCH,,2418,0.53,0.61,,1257,267
gate.corpora.DocumentImpl,2,BRANCH;LINE;CBRANCH,,2418,0.52,0.60,,1233,273
gate.corpora.DocumentImpl,5,BRANCH;LINE;CBRANCH,,2418,0.54,0.63,,1275,287
gate.corpora.DocumentImpl,4,BRANCH;LINE;CBRANCH,,2418,0.52,0.60,,1256,251
gate.corpora.DocumentImpl,3,BRANCH;LINE;CBRANCH,,2418,0.51,0.59,,1221,256
gate.corpora.DocumentStaxUtils,2,BRANCH;LINE;CBRANCH,0.481335952848723,1527,0.4817708333333333,0.4888010540184453,0.4661458333333333,735,161
gate.corpora.DocumentStaxUtils,4,BRANCH;LINE;CBRANCH,0.48919449901768175,1527,0.4921875,0.4901185770750988,0.484375,747,169
gate.corpora.DocumentStaxUtils,1,BRANCH;LINE;CBRANCH,0.5330713817943681,1527,0.53125,0.5454545454545454,0.5104166666666666,814,181
gate.corpora.DocumentStaxUtils,3,BRANCH;LINE;CBRANCH,0.5350360183366077,1527,0.5286458333333334,0.5507246376811594,0.5104166666666666,817,158
gate.corpora.DocumentStaxUtils,5,BRANCH;LINE;CBRANCH,0.4911591355599214,1527,0.4921875,0.5059288537549407,0.4609375,750,156
cc.mallet.types.SparseVector,1,BRANCH;LINE;CBRANCH,0.9566348655680833,1153,0.9488636363636364,0.9710467706013363,0.9460227272727273,1103,277
cc.mallet.types.AugmentableFeatureVector,5,BRANCH;LINE;CBRANCH,0.9785604900459418,1306,0.9707865168539326,0.9975961538461539,0.9685393258426966,1278,320
cc.mallet.types.AugmentableFeatureVector,3,BRANCH;LINE;CBRANCH,0.9793261868300153,1306,0.9707865168539326,0.9975961538461539,0.9707865168539326,1279,319
cc.mallet.types.AugmentableFeatureVector,1,BRANCH;LINE;CBRANCH,0.9793261868300153,1306,0.9707865168539326,0.9975961538461539,0.9707865168539326,1279,307
cc.mallet.types.AugmentableFeatureVector,2,BRANCH;LINE;CBRANCH,0.9793261868300153,1306,0.9707865168539326,0.9975961538461539,0.9707865168539326,1279,301
cc.mallet.classify.MaxEnt,2,BRANCH;LINE;CBRANCH,0.7142857142857143,329,0.686046511627907,0.7452229299363057,0.686046511627907,235,92
cc.mallet.classify.MaxEnt,1,BRANCH;LINE;CBRANCH,0.6413373860182371,329,0.6395348837209303,0.6878980891719745,0.5581395348837209,211,83
cc.mallet.classify.MaxEnt,4,BRANCH;LINE;CBRANCH,0.7142857142857143,329,0.686046511627907,0.7452229299363057,0.686046511627907,235,107
cc.mallet.classify.MaxEnt,3,BRANCH;LINE;CBRANCH,0.7112462006079028,329,0.686046511627907,0.7452229299363057,0.6744186046511628,234,99
cc.mallet.classify.MaxEnt,5,BRANCH;LINE;CBRANCH,0.7142857142857143,329,0.686046511627907,0.7452229299363057,0.686046511627907,235,107
edu.stanford.nlp.process.PTBTokenizer,5,BRANCH;LINE;CBRANCH,0.72552783109405,521,0.6879432624113475,0.7907949790794979,0.6524822695035462,378,85
edu.stanford.nlp.process.PTBTokenizer,3,BRANCH;LINE;CBRANCH,0.7658349328214972,521,0.7163120567375887,0.8451882845188284,0.6808510638297872,399,95
edu.stanford.nlp.process.PTBTokenizer,1,BRANCH;LINE;CBRANCH,0.7236084452975048,521,0.6950354609929078,0.7782426778242678,0.6595744680851063,377,88
edu.stanford.nlp.process.PTBTokenizer,4,BRANCH;LINE;CBRANCH,0.8061420345489443,521,0.7588652482269503,0.8828451882845189,0.723404255319149,420,100
edu.stanford.nlp.process.PTBTokenizer,2,BRANCH;LINE;CBRANCH,0.7120921305182342,521,0.6808510638297872,0.7698744769874477,0.6453900709219859,371,85
edu.stanford.nlp.pipeline.TokenizerAnnotator,4,BRANCH;LINE;CBRANCH,0.8584905660377359,424,0.89,0.94,0.8760330578512396,364,79
edu.stanford.nlp.pipeline.TokenizerAnnotator,1,BRANCH;LINE;CBRANCH,0.8584905660377359,424,0.85,0.93,0.8760330578512396,364,83
edu.stanford.nlp.pipeline.TokenizerAnnotator,2,BRANCH;LINE;CBRANCH,0.2806603773584906,424,0.82,0.91,0.24793388429752067,119,3
edu.stanford.nlp.pipeline.TokenizerAnnotator,5,BRANCH;LINE;CBRANCH,0.8584905660377359,424,0.89,0.94,0.8760330578512396,364,79
edu.stanford.nlp.pipeline.TokenizerAnnotator,3,BRANCH;LINE;CBRANCH,0.7240566037735849,424,0.87,0.94,0.7024793388429752,307,27
edu.stanford.nlp.pipeline.WordsToSentencesAnnotator,2,BRANCH;LINE;CBRANCH,0.8414985590778098,347,0.88,0.94,0.8181818181818182,292,55
edu.stanford.nlp.pipeline.WordsToSentencesAnnotator,4,BRANCH;LINE;CBRANCH,0.8414985590778098,347,0.88,0.93,0.8181818181818182,292,50
edu.stanford.nlp.pipeline.WordsToSentencesAnnotator,1,BRANCH;LINE;CBRANCH,0.8414985590778098,347,0.88,0.94,0.8181818181818182,292,49
edu.stanford.nlp.pipeline.WordsToSentencesAnnotator,3,BRANCH;LINE;CBRANCH,0.8414985590778098,347,0.89,0.94,0.8181818181818182,292,55
